seqnames,start,end,width,strand,dataSource,GTSP,patient,reads,refGenome,sampleName,timePoint,timePointDays,timePointMonths,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr20,1328797,1329270,474,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr20-1329270,TRUE,"FKBP1A-SDCBP2,SDCBP2-AS1","-,+",FALSE,FALSE,-0,CSNK2A1,-785431,-,None.found,Inf,None.found,TCELL
chr9,1367515,1367603,89,-,454,LS-13,pin32,8,hg38,LS-13-0,D-1,-1,-0,chr9-1367603,FALSE,DMRT2,+,FALSE,FALSE,310048,JAK2,-3617481,+,JAK2,-3617481,+,TCELL
chr1,1607013,1607083,71,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr1+1607013,TRUE,LOC105378586,+,TRUE,TRUE,-0,MIB2,-8400,+,LCK,-30644224,+,TCELL
chr20,1664325,1664629,305,-,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr20-1664629,FALSE,SIRPG,-,FALSE,TRUE,-6849,CSNK2A1,-1120790,-,None.found,Inf,None.found,TCELL
chr9,1910987,1911197,211,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr9-1911197,FALSE,SMARCA2,+,FALSE,FALSE,-104020,JAK2,-3073887,+,JAK2,-3073887,+,TCELL
chr17,2080800,2081123,324,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr17-2081123,TRUE,SMG6,-,FALSE,TRUE,-0,SMG6,-0,-,None.found,Inf,None.found,TCELL
chr17,2086113,2086356,244,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr17+2086113,TRUE,SMG6,-,FALSE,FALSE,-0,SMG6,-0,-,None.found,Inf,None.found,TCELL
chr17,2086967,2087329,363,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr17+2086967,TRUE,SMG6,-,FALSE,FALSE,-0,SMG6,-0,-,None.found,Inf,None.found,TCELL
chr9,2160042,2160145,104,+,454,LS-13,pin32,37,hg38,LS-13-0,D-1,-1,-0,chr9+2160042,TRUE,SMARCA2,+,FALSE,TRUE,-0,JAK2,-2825042,+,JAK2,-2825042,+,TCELL
chr17,2246794,2246894,101,-,454,LS-13,pin32,13,hg38,LS-13-0,D-1,-1,-0,chr17-2246894,TRUE,SMG6,-,FALSE,TRUE,0,SMG6,0,-,None.found,Inf,None.found,TCELL
chr17,2267358,2267520,163,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr17-2267520,TRUE,SMG6,-,FALSE,TRUE,0,SMG6,0,-,None.found,Inf,None.found,TCELL
chr1,2548231,2548325,95,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr1+2548231,FALSE,TNFRSF14-AS1,-,FALSE,FALSE,1687,TNFRSF14,-8132,+,LCK,-29703006,+,TCELL
chr16,2671970,2672078,109,+,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr16+2671970,TRUE,ERVK13-1,-,TRUE,FALSE,0,CCNF,213111,+,None.found,Inf,None.found,TCELL
chr4,2690477,2690550,74,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr4+2690477,TRUE,FAM193A,+,FALSE,TRUE,-0,SH3BP2,-102544,+,RAP1GDS1,-95570897,+,TCELL
chr7,2772098,2772194,97,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr7-2772194,TRUE,GNA12,-,FALSE,TRUE,-0,GNA12,-0,-,None.found,Inf,None.found,TCELL
chr6,2856644,2856985,342,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr6+2856644,TRUE,SERPINB9P1,-,FALSE,FALSE,-0,SERPINB1,-14594,-,BRD2,-30112014,+,TCELL
chr7,2924518,2924630,113,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr7+2924518,TRUE,CARD11,-,FALSE,FALSE,-0,CARD11,-0,-,None.found,Inf,None.found,TCELL
chr18,2957849,2958120,272,-,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr18-2958120,TRUE,LPIN2,-,FALSE,TRUE,-0,DLGAP1,537910,-,BCL2,60165224,-,TCELL
chr18,3037217,3037357,141,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr18-3037357,FALSE,LPIN2,-,FALSE,TRUE,-25409,DLGAP1,458673,-,BCL2,60085987,-,TCELL
chr18,3058831,3059038,208,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr18+3058831,FALSE,MYOM1,-,FALSE,FALSE,7974,DLGAP1,437199,-,BCL2,60064513,-,TCELL
chr6,3070163,3070212,50,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr6+3070163,TRUE,RIPK1,+,FALSE,TRUE,0,SLC22A23,198808,-,BRD2,-29898495,+,TCELL
chr7,3093240,3093322,83,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr7-3093322,FALSE,LOC100129603,-,FALSE,TRUE,47593,CARD11,-49376,-,None.found,Inf,None.found,TCELL
chr7,3107191,3107314,124,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr7-3107314,FALSE,LOC100129603,-,FALSE,TRUE,33601,CARD11,-63368,-,None.found,Inf,None.found,TCELL
chr7,3112019,3112116,98,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr7-3112116,FALSE,LOC100129603,-,FALSE,TRUE,28799,CARD11,-68170,-,None.found,Inf,None.found,TCELL
chr3,3114687,3114863,177,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr3+3114687,FALSE,IL5RA,-,FALSE,FALSE,-4312,CNTN4,56725,+,None.found,Inf,None.found,TCELL
chr7,3115436,3115559,124,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr7-3115559,FALSE,LOC100129603,-,FALSE,TRUE,25356,CARD11,-71613,-,None.found,Inf,None.found,TCELL
chr18,3178399,3178622,224,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr18+3178399,TRUE,MYOM1,-,FALSE,FALSE,0,DLGAP1,317631,-,BCL2,59944945,-,TCELL
chr16,3216774,3216883,110,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr16-3216883,FALSE,OR1F2P,+,FALSE,FALSE,336,TRAP1,441152,-,None.found,Inf,None.found,TCELL
chr2,3224546,3224716,171,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr2+3224546,TRUE,EIPR1,-,FALSE,FALSE,-0,SOX11,-2468119,+,BCL11A,57226619,-,TCELL
chr18,3260853,3261008,156,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr18+3260853,TRUE,LOC104968399,-,FALSE,FALSE,0,DLGAP1,235177,-,BCL2,59862491,-,TCELL
chr18,3305111,3305459,349,+,454,LS-13,pin32,9,hg38,LS-13-0,D-1,-1,-0,chr18+3305111,FALSE,MYL12B,+,FALSE,TRUE,26826,DLGAP1,190919,-,BCL2,59818233,-,TCELL
chr18,3446991,3447258,268,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr18+3446991,TRUE,TGIF1,+,FALSE,TRUE,-0,DLGAP1,49039,-,BCL2,59676353,-,TCELL
chr18,3447118,3447173,56,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr18-3447173,TRUE,TGIF1,+,FALSE,FALSE,-0,DLGAP1,48857,-,BCL2,59676171,-,TCELL
chr7,3470909,3471135,227,-,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr7-3471135,TRUE,SDK1,+,FALSE,FALSE,0,CARD11,-427189,-,None.found,Inf,None.found,TCELL
chr18,3484544,3484769,226,+,454,LS-13,pin32,10,hg38,LS-13-0,D-1,-1,-0,chr18+3484544,FALSE,GAPLINC,+,FALSE,TRUE,5565,DLGAP1,11486,-,BCL2,59638800,-,TCELL
chr2,3559399,3559584,186,-,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr2-3559584,TRUE,RNASEH1-AS1,+,TRUE,FALSE,0,SOX11,-2133081,+,BCL11A,56891581,-,TCELL
chr18,3624086,3624422,337,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr18-3624422,TRUE,DLGAP1,-,FALSE,TRUE,-0,DLGAP1,-0,-,BCL2,59498922,-,TCELL
chr18,3661094,3661183,90,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr18-3661183,TRUE,DLGAP1,-,FALSE,TRUE,-0,DLGAP1,-0,-,BCL2,59462161,-,TCELL
chr17,3718853,3719034,182,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr17-3719034,TRUE,ITGAE,-,FALSE,TRUE,-0,TRPV1,-109622,-,None.found,Inf,None.found,TCELL
chr10,3757949,3758426,478,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr10-3758426,FALSE,LOC105376360,+,FALSE,FALSE,7661,KLF6,17568,-,KLF6,17568,-,TCELL
chr17,3766032,3766197,166,-,454,LS-13,pin32,10,hg38,LS-13-0,D-1,-1,-0,chr17-3766197,TRUE,ITGAE,-,FALSE,TRUE,0,TRPV1,-156785,-,None.found,Inf,None.found,TCELL
chr11,3784342,3784374,33,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr11-3784374,TRUE,NUP98,-,FALSE,TRUE,0,NUP98,0,-,NUP98,0,-,TCELL
chr17,3787435,3787691,257,-,454,LS-13,pin32,19,hg38,LS-13-0,D-1,-1,-0,chr17-3787691,TRUE,ITGAE,-,FALSE,TRUE,0,TRPV1,-178279,-,None.found,Inf,None.found,TCELL
chr10,3806140,3806442,303,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr10+3806140,FALSE,KLF6,-,FALSE,FALSE,-20858,KLF6,-20858,-,KLF6,-20858,-,TCELL
chr10,3806286,3806442,157,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr10+3806286,FALSE,KLF6,-,FALSE,FALSE,-21004,KLF6,-21004,-,KLF6,-21004,-,TCELL
chr17,3807022,3807273,252,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr17-3807273,TRUE,NCBP3,-,TRUE,TRUE,-0,TRPV1,-197861,-,None.found,Inf,None.found,TCELL
chr11,3858331,3858716,386,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr11+3858331,TRUE,STIM1,+,FALSE,TRUE,0,RHOG,-17347,-,NUP98,-60538,-,TCELL
chr11,3947457,3947837,381,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr11-3947837,TRUE,STIM1,+,FALSE,FALSE,0,RHOG,-106853,-,NUP98,-150044,-,TCELL
chr20,3981330,3981364,35,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr20+3981330,TRUE,RNF24,-,FALSE,FALSE,0,CDC25B,175208,+,None.found,Inf,None.found,TCELL
chr20,4062955,4063206,252,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr20+4062955,FALSE,RNF24,-,FALSE,FALSE,-47363,CDC25B,256833,+,None.found,Inf,None.found,TCELL
chr20,4082227,4082267,41,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr20-4082267,FALSE,SMOX,+,FALSE,FALSE,-66510,CDC25B,276145,+,None.found,Inf,None.found,TCELL
chr12,4144821,4144933,113,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr12+4144821,FALSE,CCND2-AS1,-,FALSE,FALSE,103944,CCND2-AS1,103944,-,CCND2,-128913,+,TCELL
chr12,4154617,4154864,248,+,454,LS-13,pin32,18,hg38,LS-13-0,D-1,-1,-0,chr12+4154617,FALSE,CCND2-AS1,-,FALSE,FALSE,94148,CCND2-AS1,94148,-,CCND2,-119117,+,TCELL
chr18,4264106,4264472,367,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr18-4264472,TRUE,DLGAP1,-,FALSE,TRUE,0,DLGAP1,0,-,BCL2,58858872,-,TCELL
chr11,4609999,4610135,137,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr11+4609999,FALSE,TRIM68,-,FALSE,FALSE,-1739,RRM1,471073,+,NUP98,-812206,-,TCELL
chr3,4706701,4706987,287,-,454,LS-13,pin32,14,hg38,LS-13-0,D-1,-1,-0,chr3-4706987,TRUE,ITPR1,+,FALSE,FALSE,-0,CNTN4,1649025,+,None.found,Inf,None.found,TCELL
chr17,4714274,4714551,278,-,454,LS-13,pin32,11,hg38,LS-13-0,D-1,-1,-0,chr17-4714551,TRUE,ARRB2,+,FALSE,FALSE,0,ALOX15,-72877,-,None.found,Inf,None.found,TCELL
chr3,4721497,4721926,430,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr3+4721497,TRUE,ITPR1,+,FALSE,TRUE,-0,CNTN4,1663535,+,None.found,Inf,None.found,TCELL
chr17,4727749,4727818,70,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr17+4727749,FALSE,MED11,+,FALSE,TRUE,-3657,ALOX15,-86075,-,None.found,Inf,None.found,TCELL
chr20,4812013,4812281,269,+,454,LS-13,pin32,10,hg38,LS-13-0,D-1,-1,-0,chr20+4812013,TRUE,RASSF2,-,FALSE,FALSE,0,RASSF2,0,-,None.found,Inf,None.found,TCELL
chr9,4829297,4829597,301,+,454,LS-13,pin32,8,hg38,LS-13-0,D-1,-1,-0,chr9+4829297,TRUE,RCL1,+,FALSE,TRUE,-0,JAK2,-155787,+,JAK2,-155787,+,TCELL
chr3,4845182,4845226,45,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr3+4845182,TRUE,ITPR1,+,FALSE,TRUE,-0,CNTN4,1787220,+,None.found,Inf,None.found,TCELL
chr3,4901292,4901458,167,+,454,LS-13,pin32,10,hg38,LS-13-0,D-1,-1,-0,chr3+4901292,TRUE,BHLHE40-AS1,-,FALSE,FALSE,-0,CNTN4,1843330,+,None.found,Inf,None.found,TCELL
chr3,5017990,5018306,317,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr3+5017990,FALSE,BHLHE40,+,FALSE,TRUE,32808,CNTN4,1960028,+,None.found,Inf,None.found,TCELL
chr3,5036299,5036563,265,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr3-5036563,FALSE,BHLHE40,+,FALSE,FALSE,51381,CNTN4,1978601,+,None.found,Inf,None.found,TCELL
chr17,5049098,5049198,101,-,454,LS-13,pin32,15,hg38,LS-13-0,D-1,-1,-0,chr17-5049198,FALSE,SLC52A1,-,FALSE,TRUE,-13765,USP6,-67238,+,None.found,Inf,None.found,TCELL
chr3,5090020,5090318,299,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr3-5090318,FALSE,ARL8B,+,FALSE,FALSE,-31925,CNTN4,2032356,+,None.found,Inf,None.found,TCELL
chr3,5091965,5092204,240,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr3+5091965,FALSE,ARL8B,+,FALSE,TRUE,-30278,CNTN4,2034003,+,None.found,Inf,None.found,TCELL
chr17,5234337,5234580,244,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr17-5234580,TRUE,"LOC100130950,SCIMP","+,-",FALSE,FALSE,0,RABEP1,-47681,+,None.found,Inf,None.found,TCELL
chr10,5292183,5292326,144,-,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr10-5292326,FALSE,LINC02561,-,FALSE,TRUE,-21089,NET1,-120223,+,KLF6,-1507044,-,TCELL
chr6,5416648,5416718,71,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr6+5416648,TRUE,FARS2,+,FALSE,TRUE,0,PRPF4B,1351664,+,BRD2,-27552010,+,TCELL
chr9,5531414,5531478,65,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr9-5531478,TRUE,PDCD1LG2,+,FALSE,FALSE,0,PDCD1LG2,0,+,JAK2,403294,+,TCELL
chr20,5751162,5751260,99,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr20+5751162,TRUE,C20orf196,+,FALSE,TRUE,0,PCNA,-624539,-,None.found,Inf,None.found,TCELL
chr9,5849837,5849941,105,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr9+5849837,FALSE,ERMP1,-,FALSE,FALSE,-16755,PDCD1LG2,278554,+,JAK2,721653,+,TCELL
chr6,5865715,5865978,264,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr6-5865978,FALSE,FARS2,+,FALSE,FALSE,94385,RREB1,-1241617,+,BRD2,-27102680,+,TCELL
chr19,5949380,5949473,94,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr19-5949473,TRUE,RANBP3,-,FALSE,TRUE,0,RFX2,43689,-,TCF3,-4297143,-,TCELL
chr18,6004516,6004676,161,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr18+6004516,TRUE,L3MBTL4,-,FALSE,FALSE,-0,EPB41L3,-375524,-,BCL2,57118828,-,TCELL
chr10,6060030,6060125,96,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr10+6060030,TRUE,IL2RA,-,FALSE,FALSE,0,IL2RA,0,-,KLF6,-2274748,-,TCELL
chr10,6062695,6062915,221,+,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr10+6062695,FALSE,IL2RA,-,FALSE,FALSE,-324,IL2RA,-324,-,KLF6,-2277413,-,TCELL
chr10,6063926,6064159,234,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr10+6063926,FALSE,IL2RA,-,FALSE,FALSE,-1555,IL2RA,-1555,-,KLF6,-2278644,-,TCELL
chr10,6066336,6066480,145,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr10-6066480,FALSE,IL2RA,-,FALSE,TRUE,-4109,IL2RA,-4109,-,KLF6,-2281198,-,TCELL
chr10,6082727,6082835,109,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr10+6082727,FALSE,RBM17,+,FALSE,TRUE,-6257,IL2RA,-20356,-,KLF6,-2297445,-,TCELL
chr10,6142910,6143387,478,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr10+6142910,FALSE,PFKFB3,+,FALSE,TRUE,-1966,IL2RA,-80539,-,KLF6,-2357628,-,TCELL
chr11,6194072,6194343,272,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr11-6194343,FALSE,OR52W1,+,FALSE,FALSE,-4879,EIF3F,-1792975,+,LMO1,2029959,-,TCELL
chr12,6367838,6368047,210,+,454,LS-13,pin32,8,hg38,LS-13-0,D-1,-1,-0,chr12+6367838,TRUE,SCNN1A,-,FALSE,FALSE,0,LTBR,-7528,+,CCND2,2062481,+,TCELL
chr5,6409248,6409406,159,+,454,LS-13,pin32,9,hg38,LS-13-0,D-1,-1,-0,chr5+6409248,FALSE,MED10,-,FALSE,FALSE,-30721,CTNND2,4562590,-,TLX3,-164900034,+,TCELL
chr12,6445287,6445449,163,-,454,LS-13,pin32,12,hg38,LS-13-0,D-1,-1,-0,chr12-6445449,TRUE,"CD27-AS1,CD27","-,+",TRUE,FALSE,0,NCAPD2,-48681,+,CCND2,2140092,+,TCELL
chr12,6450644,6451147,504,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr12-6451147,TRUE,"CD27-AS1,CD27","-,+",TRUE,FALSE,0,NCAPD2,-42983,+,CCND2,2145790,+,TCELL
chr10,6504331,6504531,201,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr10+6504331,TRUE,PRKCQ,-,FALSE,FALSE,0,IL2RA,-441960,-,KLF6,-2719049,-,TCELL
chr10,6506748,6506907,160,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr10-6506907,TRUE,PRKCQ,-,FALSE,TRUE,0,IL2RA,-444536,-,KLF6,-2721625,-,TCELL
chr6,6558304,6558809,506,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr6+6558304,TRUE,LY86-AS1,-,FALSE,FALSE,0,RREB1,-549291,+,BRD2,-26410354,+,TCELL
chr9,6564980,6565178,199,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr9-6565178,TRUE,GLDC,-,FALSE,TRUE,-0,UHRF2,58123,+,JAK2,1436994,+,TCELL
chr10,6616283,6616477,195,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr10-6616477,FALSE,LOC101928150,+,FALSE,FALSE,-2237,SFMBT2,542145,-,KLF6,-2831195,-,TCELL
chr17,6645061,6645297,237,+,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr17+6645061,TRUE,MED31,-,FALSE,FALSE,-0,XAF1,-110384,+,None.found,Inf,None.found,TCELL
chr6,6656048,6656094,47,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr6+6656048,FALSE,LY86,+,FALSE,TRUE,1064,RREB1,-451547,+,BRD2,-26312610,+,TCELL
chr19,6738128,6738315,188,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr19-6738315,FALSE,GPR108,-,FALSE,TRUE,-692,VAV1,-34351,+,TCF3,-5085985,-,TCELL
chr17,6754512,6754863,352,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr17+6754512,FALSE,XAF1,+,FALSE,TRUE,-933,XAF1,-933,+,None.found,Inf,None.found,TCELL
