seqnames,start,end,width,strand,cellType,dataSource,GTSP,patient,reads,refGenome,timePoint,timePointDays,timePointMonths,posid,estAbund,relAbund,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,readsPerSample,readsRelAbund,totalSampleFrags,include,labeledNearestFeature,posidLabel
chr1,169691036,169691036,1,-,TCELL,454,LS-13,pin32,2,hg38,D-1,-1,-0,chr1-169691036,1,0.021872265966754158,TRUE,SELL,-,TRUE,TRUE,-0,SELE,31602,-,PBX1,4804988,+,9144,0.021872265966754158,1759,yes,SELL *~,"SELL *~
chr1-169691036"
chr1,169691947,169691947,1,-,TCELL,454,LS-13,pin32,6,hg38,D-1,-1,-0,chr1-169691947,1,0.06561679790026247,TRUE,SELL,-,FALSE,TRUE,-0,SELE,30691,-,PBX1,4805899,+,9144,0.06561679790026247,1759,yes,SELL *~,"SELL *~
chr1-169691947"
chr1,171518623,171518623,1,-,TCELL,454,LS-13,pin32,2,hg38,D-1,-1,-0,chr1-171518623,1,0.021872265966754158,TRUE,PRRC2C,+,FALSE,FALSE,0,PRRX1,779222,+,PBX1,6632575,+,9144,0.021872265966754158,1759,yes,PRRC2C *,"PRRC2C *
chr1-171518623"
chr1,171740813,171740813,1,-,TCELL,454,LS-13,pin32,9,hg38,D-1,-1,-0,chr1-171740813,1,0.09842519685039369,TRUE,VAMP4,-,FALSE,TRUE,0,PRRX1,1001412,+,PBX1,6854765,+,9144,0.09842519685039369,1759,yes,VAMP4 *,"VAMP4 *
chr1-171740813"
chr1,172589444,172589444,1,-,TCELL,454,LS-13,pin32,15,hg38,D-1,-1,-0,chr1-172589444,1,0.16404199475065617,TRUE,SUCO,+,TRUE,FALSE,-0,TNFSF18,451774,-,PBX1,7703396,+,9144,0.16404199475065617,1759,yes,SUCO *,"SUCO *
chr1-172589444"
chr1,172662421,172662421,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-172662421,1,0.010936132983377079,TRUE,FASLG,+,FALSE,FALSE,0,TNFSF18,378797,-,PBX1,7776373,+,9144,0.010936132983377079,1759,yes,FASLG *,"FASLG *
chr1-172662421"
chr1,180131925,180131925,1,-,TCELL,454,LS-13,pin32,9,hg38,D-1,-1,-0,chr1-180131925,1,0.09842519685039369,FALSE,CEP350,+,FALSE,FALSE,17044,ABL2,-902240,-,PBX1,15245877,+,9144,0.09842519685039369,1759,yes,CEP350 ,"CEP350 
chr1-180131925"
chr1,181399745,181399745,1,-,TCELL,454,LS-13,pin32,2,hg38,D-1,-1,-0,chr1-181399745,1,0.021872265966754158,FALSE,CACNA1E,+,FALSE,FALSE,-83803,DHX9,-1439557,+,PBX1,16513697,+,9144,0.021872265966754158,1759,yes,CACNA1E ,"CACNA1E 
chr1-181399745"
chr1,181401031,181401031,1,-,TCELL,454,LS-13,pin32,4,hg38,D-1,-1,-0,chr1-181401031,1,0.043744531933508315,FALSE,CACNA1E,+,FALSE,FALSE,-82517,DHX9,-1438271,+,PBX1,16514983,+,9144,0.043744531933508315,1759,yes,CACNA1E ,"CACNA1E 
chr1-181401031"
chr1,183589689,183589689,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-183589689,1,0.010936132983377079,TRUE,NCF2,-,FALSE,TRUE,0,RGL1,-46356,+,PBX1,18703641,+,9144,0.010936132983377079,1759,yes,NCF2 *~,"NCF2 *~
chr1-183589689"
chr1,198614542,198614542,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-198614542,1,0.010936132983377079,FALSE,PTPRC,+,FALSE,FALSE,-24424,ASPM,-1467847,-,PBX1,33728494,+,9144,0.010936132983377079,1759,yes,PTPRC ,"PTPRC 
chr1-198614542"
chr1,198656529,198656529,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-198656529,1,0.010936132983377079,TRUE,PTPRC,+,FALSE,FALSE,0,ASPM,-1509834,-,PBX1,33770481,+,9144,0.010936132983377079,1759,yes,PTPRC *,"PTPRC *
chr1-198656529"
chr1,203763385,203763385,1,-,TCELL,454,LS-13,pin32,6,hg38,D-1,-1,-0,chr1-203763385,1,0.06561679790026247,FALSE,LAX1,+,FALSE,FALSE,-1769,FMOD,-411955,-,PBX1,38877337,+,9144,0.06561679790026247,1759,yes,LAX1 ,"LAX1 
chr1-203763385"
chr1,204517043,204517043,1,-,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1-204517043,1,0.03280839895013123,TRUE,MDM4,+,FALSE,FALSE,0,MDM4,0,+,PBX1,39630995,+,9144,0.03280839895013123,1759,yes,MDM4 *~,"MDM4 *~
chr1-204517043"
chr1,205771844,205771844,1,-,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1-205771844,1,0.03280839895013123,TRUE,RAB29,-,FALSE,TRUE,0,SLC45A3,-91341,-,PBX1,40885796,+,9144,0.03280839895013123,1759,yes,RAB29 *,"RAB29 *
chr1-205771844"
chr1,20931847,20931847,1,-,TCELL,454,LS-13,pin32,9,hg38,D-1,-1,-0,chr1-20931847,1,0.09842519685039369,TRUE,EIF4G3,-,FALSE,TRUE,-0,CDA,312938,+,LCK,-11319390,+,9144,0.09842519685039369,1759,yes,EIF4G3 *,"EIF4G3 *
chr1-20931847"
chr1,219427338,219427338,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-219427338,1,0.010936132983377079,FALSE,LOC102723886,-,FALSE,TRUE,7818,TGFB2,982718,+,PBX1,54541290,+,9144,0.010936132983377079,1759,yes,LOC102723886 ,"LOC102723886 
chr1-219427338"
chr1,220047537,220047537,1,-,TCELL,454,LS-13,pin32,6,hg38,D-1,-1,-0,chr1-220047537,1,0.06561679790026247,FALSE,EPRS,-,FALSE,TRUE,-878,TGFB2,1602917,+,PBX1,55161489,+,9144,0.06561679790026247,1759,yes,EPRS ,"EPRS 
chr1-220047537"
chr1,223515163,223515163,1,-,TCELL,454,LS-13,pin32,6,hg38,D-1,-1,-0,chr1-223515163,1,0.06561679790026247,FALSE,CAPN8,-,FALSE,TRUE,26444,TP53BP2,264728,-,PBX1,58629115,+,9144,0.06561679790026247,1759,yes,CAPN8 ,"CAPN8 
chr1-223515163"
chr1,226800412,226800412,1,-,TCELL,454,LS-13,pin32,6,hg38,D-1,-1,-0,chr1-226800412,1,0.06561679790026247,FALSE,ITPKB,-,FALSE,TRUE,-61236,PSEN2,-70158,+,PBX1,61914364,+,9144,0.06561679790026247,1759,yes,ITPKB ,"ITPKB 
chr1-226800412"
chr1,233405411,233405411,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-233405411,1,0.010936132983377079,FALSE,MAP3K21,+,FALSE,FALSE,20262,IRF2BP2,1198856,-,PBX1,68519363,+,9144,0.010936132983377079,1759,yes,MAP3K21 ,"MAP3K21 
chr1-233405411"
chr1,234960698,234960698,1,-,TCELL,454,LS-13,pin32,4,hg38,D-1,-1,-0,chr1-234960698,1,0.043744531933508315,TRUE,LOC101927851,-,FALSE,TRUE,0,RBM34,170483,-,PBX1,70074650,+,9144,0.043744531933508315,1759,yes,LOC101927851 *,"LOC101927851 *
chr1-234960698"
chr1,235017283,235017283,1,-,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1-235017283,1,0.03280839895013123,FALSE,LINC01348,-,FALSE,TRUE,48189,RBM34,113898,-,PBX1,70131235,+,9144,0.03280839895013123,1759,yes,LINC01348 ,"LINC01348 
chr1-235017283"
chr1,23594796,23594796,1,-,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1-23594796,1,0.03280839895013123,FALSE,MDS2,+,FALSE,FALSE,-32536,MDS2,-32536,+,LCK,-8656441,+,9144,0.03280839895013123,1759,yes,MDS2 ~,"MDS2 ~
chr1-23594796"
chr1,243414840,243414840,1,-,TCELL,454,LS-13,pin32,4,hg38,D-1,-1,-0,chr1-243414840,1,0.043744531933508315,TRUE,SDCCAG8,+,FALSE,FALSE,-0,SDCCAG8,-0,+,PBX1,78528792,+,9144,0.043744531933508315,1759,yes,SDCCAG8 *~,"SDCCAG8 *~
chr1-243414840"
chr1,25560544,25560544,1,-,TCELL,454,LS-13,pin32,4,hg38,D-1,-1,-0,chr1-25560544,1,0.043744531933508315,TRUE,LDLRAP1,+,FALSE,FALSE,-0,RSRP1,-222289,-,LCK,-6690693,+,9144,0.043744531933508315,1759,yes,LDLRAP1 *,"LDLRAP1 *
chr1-25560544"
chr1,26276726,26276726,1,-,TCELL,454,LS-13,pin32,9,hg38,D-1,-1,-0,chr1-26276726,1,0.09842519685039369,TRUE,CEP85,+,TRUE,FALSE,-0,CD52,-41192,+,LCK,-5974511,+,9144,0.09842519685039369,1759,yes,CEP85 *~,"CEP85 *~
chr1-26276726"
chr1,26584677,26584677,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-26584677,1,0.010936132983377079,FALSE,RPS6KA1,+,FALSE,FALSE,9647,RPS6KA1,9647,+,LCK,-5666560,+,9144,0.010936132983377079,1759,yes,RPS6KA1 ~,"RPS6KA1 ~
chr1-26584677"
chr1,28248451,28248451,1,-,TCELL,454,LS-13,pin32,7,hg38,D-1,-1,-0,chr1-28248451,1,0.07655293088363954,FALSE,ATP5IF1,+,FALSE,FALSE,10345,RPA2,-333653,-,LCK,-4002786,+,9144,0.07655293088363954,1759,yes,ATP5IF1 ,"ATP5IF1 
chr1-28248451"
chr1,32990023,32990023,1,-,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1-32990023,1,0.03280839895013123,FALSE,AK2,-,FALSE,TRUE,17915,TRIM62,155377,-,LCK,703855,+,9144,0.03280839895013123,1759,yes,AK2 ,"AK2 
chr1-32990023"
chr1,33098335,33098335,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-33098335,1,0.010936132983377079,TRUE,AZIN2,+,FALSE,FALSE,0,TRIM62,47065,-,LCK,812167,+,9144,0.010936132983377079,1759,yes,AZIN2 *~,"AZIN2 *~
chr1-33098335"
chr1,41803555,41803555,1,-,TCELL,454,LS-13,pin32,4,hg38,D-1,-1,-0,chr1-41803555,1,0.043744531933508315,TRUE,HIVEP3,-,FALSE,TRUE,0,HIVEP3,0,-,TAL1,5412733,-,9144,0.043744531933508315,1759,yes,HIVEP3 *~,"HIVEP3 *~
chr1-41803555"
chr1,46667959,46667959,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-46667959,1,0.010936132983377079,TRUE,ATPAF1,-,FALSE,TRUE,0,TSPAN1,481996,+,TAL1,548329,-,9144,0.010936132983377079,1759,yes,ATPAF1 *,"ATPAF1 *
chr1-46667959"
chr1,54286532,54286532,1,-,TCELL,454,LS-13,pin32,6,hg38,D-1,-1,-0,chr1-54286532,1,0.06561679790026247,TRUE,SSBP3,-,FALSE,TRUE,-0,SSBP3,-0,-,STIL,-6972384,-,9144,0.06561679790026247,1759,yes,SSBP3 *~,"SSBP3 *~
chr1-54286532"
chr1,54408701,54408701,1,-,TCELL,454,LS-13,pin32,4,hg38,D-1,-1,-0,chr1-54408701,1,0.043744531933508315,FALSE,SSBP3,-,FALSE,TRUE,-2305,SSBP3,-2305,-,STIL,-7094553,-,9144,0.043744531933508315,1759,yes,SSBP3 ~,"SSBP3 ~
chr1-54408701"
chr1,59071872,59071872,1,-,TCELL,454,LS-13,pin32,7,hg38,D-1,-1,-0,chr1-59071872,1,0.07655293088363954,TRUE,LINC01358,+,FALSE,FALSE,-0,JUN,-287758,-,STIL,-11757724,-,9144,0.07655293088363954,1759,yes,LINC01358 *,"LINC01358 *
chr1-59071872"
chr1,59335375,59335375,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-59335375,1,0.010936132983377079,TRUE,FGGY,+,FALSE,FALSE,0,JUN,-551261,-,STIL,-12021227,-,9144,0.010936132983377079,1759,yes,FGGY *,"FGGY *
chr1-59335375"
chr1,67173153,67173153,1,-,TCELL,454,LS-13,pin32,6,hg38,D-1,-1,-0,chr1-67173153,1,0.06561679790026247,TRUE,IL23R,+,FALSE,FALSE,0,MIER1,184533,+,STIL,-19859005,-,9144,0.06561679790026247,1759,yes,IL23R *,"IL23R *
chr1-67173153"
chr1,67196092,67196092,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-67196092,1,0.010936132983377079,TRUE,IL23R,+,FALSE,FALSE,0,MIER1,207472,+,STIL,-19881944,-,9144,0.010936132983377079,1759,yes,IL23R *,"IL23R *
chr1-67196092"
chr1,67286747,67286747,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-67286747,1,0.010936132983377079,FALSE,IL12RB2,+,FALSE,FALSE,-20615,MIER1,298127,+,STIL,-19972599,-,9144,0.010936132983377079,1759,yes,IL12RB2 ,"IL12RB2 
chr1-67286747"
chr1,76260486,76260486,1,-,TCELL,454,LS-13,pin32,2,hg38,D-1,-1,-0,chr1-76260486,1,0.021872265966754158,TRUE,ST6GALNAC3,+,FALSE,FALSE,0,RABGGTB,465395,+,STIL,-28946338,-,9144,0.021872265966754158,1759,yes,ST6GALNAC3 *,"ST6GALNAC3 *
chr1-76260486"
chr1,77682002,77682002,1,-,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1-77682002,1,0.03280839895013123,TRUE,ZZZ3,-,FALSE,TRUE,0,FUBP1,262047,-,STIL,-30367854,-,9144,0.03280839895013123,1759,yes,ZZZ3 *,"ZZZ3 *
chr1-77682002"
chr1,7956550,7956550,1,-,TCELL,454,LS-13,pin32,2,hg38,D-1,-1,-0,chr1-7956550,1,0.021872265966754158,FALSE,PARK7,+,FALSE,FALSE,-5102,ERRFI1,55167,-,LCK,-24294687,+,9144,0.021872265966754158,1759,yes,PARK7 ,"PARK7 
chr1-7956550"
chr1,7961105,7961105,1,-,TCELL,454,LS-13,pin32,7,hg38,D-1,-1,-0,chr1-7961105,1,0.07655293088363954,FALSE,PARK7,+,FALSE,FALSE,-547,ERRFI1,50612,-,LCK,-24290132,+,9144,0.07655293088363954,1759,yes,PARK7 ,"PARK7 
chr1-7961105"
chr1,84077511,84077511,1,-,TCELL,454,LS-13,pin32,5,hg38,D-1,-1,-0,chr1-84077511,1,0.05468066491688539,FALSE,PRKACB,+,FALSE,FALSE,-462,BCL10,1188263,-,STIL,-36763363,-,9144,0.05468066491688539,1759,yes,PRKACB ,"PRKACB 
chr1-84077511"
chr1,84163351,84163351,1,-,TCELL,454,LS-13,pin32,6,hg38,D-1,-1,-0,chr1-84163351,1,0.06561679790026247,TRUE,PRKACB,+,FALSE,FALSE,-0,BCL10,1102423,-,STIL,-36849203,-,9144,0.06561679790026247,1759,yes,PRKACB *,"PRKACB *
chr1-84163351"
chr1,8937929,8937929,1,-,TCELL,454,LS-13,pin32,2,hg38,D-1,-1,-0,chr1-8937929,1,0.021872265966754158,FALSE,CA6,+,FALSE,FALSE,-7903,ENO1,-59242,-,LCK,-23313308,+,9144,0.021872265966754158,1759,yes,CA6 ,"CA6 
chr1-8937929"
chr1,89739169,89739169,1,-,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1-89739169,1,0.03280839895013123,FALSE,LRRC8C,+,FALSE,FALSE,19633,GBP1,-673808,-,STIL,-42425021,-,9144,0.03280839895013123,1759,yes,LRRC8C ,"LRRC8C 
chr1-89739169"
chr1,92980849,92980849,1,-,TCELL,454,LS-13,pin32,12,hg38,D-1,-1,-0,chr1-92980849,1,0.13123359580052493,FALSE,FAM69A,-,FALSE,TRUE,-19326,GFI1,-493972,-,STIL,-45666701,-,9144,0.13123359580052493,1759,yes,FAM69A ,"FAM69A 
chr1-92980849"
chr1,96364071,96364071,1,-,TCELL,454,LS-13,pin32,8,hg38,D-1,-1,-0,chr1-96364071,1,0.08748906386701663,TRUE,LINC01787,-,FALSE,TRUE,0,ALG14,-1291119,-,STIL,-49049923,-,9144,0.08748906386701663,1759,yes,LINC01787 *,"LINC01787 *
chr1-96364071"
chr1,96727594,96727594,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-96727594,1,0.010936132983377079,TRUE,PTBP2,+,FALSE,FALSE,0,ALG14,-1654642,-,STIL,-49413446,-,9144,0.010936132983377079,1759,yes,PTBP2 *,"PTBP2 *
chr1-96727594"
chr1,97782785,97782785,1,-,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1-97782785,1,0.010936132983377079,TRUE,DPYD,-,FALSE,TRUE,0,ALG14,-2709833,-,STIL,-50468637,-,9144,0.010936132983377079,1759,yes,DPYD *,"DPYD *
chr1-97782785"
chr1,101090835,101090835,1,+,TCELL,454,LS-13,pin32,1,hg38,D-1,-1,-0,chr1+101090835,1,0.010936132983377079,FALSE,LOC102606465,+,FALSE,TRUE,3455,COL11A1,1785630,-,STIL,-53776687,-,9144,0.010936132983377079,1759,yes,LOC102606465 ,"LOC102606465 
chr1+101090835"
chr1,101187193,101187193,1,+,TCELL,454,LS-13,pin32,4,hg38,D-1,-1,-0,chr1+101187193,1,0.043744531933508315,FALSE,LOC101928370,-,FALSE,FALSE,47678,COL11A1,1689272,-,STIL,-53873045,-,9144,0.043744531933508315,1759,yes,LOC101928370 ,"LOC101928370 
chr1+101187193"
chr1,101474116,101474116,1,+,TCELL,454,LS-13,pin32,2,hg38,D-1,-1,-0,chr1+101474116,1,0.021872265966754158,FALSE,LINC01307,+,FALSE,TRUE,96802,COL11A1,1402349,-,STIL,-54159968,-,9144,0.021872265966754158,1759,yes,LINC01307 ,"LINC01307 
chr1+101474116"
chr1,108052989,108052989,1,+,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1+108052989,1,0.03280839895013123,FALSE,VAV3-AS1,+,FALSE,TRUE,58381,VAV3,-88065,-,PBX1,-56506369,+,9144,0.03280839895013123,1759,yes,VAV3-AS1 ,"VAV3-AS1 
chr1+108052989"
chr1,109819787,109819787,1,+,TCELL,454,LS-13,pin32,3,hg38,D-1,-1,-0,chr1+109819787,1,0.03280839895013123,FALSE,EPS8L3,-,FALSE,FALSE,-55764,CSF1,-90822,+,PBX1,-54739571,+,9144,0.03280839895013123,1759,yes,EPS8L3 ,"EPS8L3 
chr1+109819787"
chr1,110185757,110185757,1,+,TCELL,454,LS-13,pin32,4,hg38,D-1,-1,-0,chr1+110185757,1,0.043744531933508315,TRUE,SLC6A17,+,FALSE,TRUE,-0,RBM15,-153564,+,PBX1,-54373601,+,9144,0.043744531933508315,1759,yes,SLC6A17 *,"SLC6A17 *
chr1+110185757"
chr1,110631322,110631322,1,+,TCELL,454,LS-13,pin32,8,hg38,D-1,-1,-0,chr1+110631322,1,0.08748906386701663,TRUE,KCNA2,-,FALSE,FALSE,0,CD53,-239875,+,PBX1,-53928036,+,9144,0.08748906386701663,1759,yes,KCNA2 *,"KCNA2 *
chr1+110631322"
