seqnames,start,end,width,strand,cellType,dataSource,GTSP,patient,reads,refGenome,timePoint,timePointDays,timePointMonths,posid,estAbund,relAbund,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,readsPerSample,readsRelAbund,totalSampleFrags,include,labeledNearestFeature,posidLabel
chr1,186573006,186573006,1,-,TCELL,454,LS-8,pin26,11,hg38,D-1,-1,-0,chr1-186573006,1,0.2188183807439825,FALSE,PTGS2,-,FALSE,TRUE,98804,PTGS2,98804,-,PBX1,21686958,+,5027,0.2188183807439825,580,yes,PTGS2 ,"PTGS2 
chr1-186573006"
chr1,197948340,197948340,1,-,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1-197948340,1,0.019892580067634773,FALSE,LHX9,+,FALSE,FALSE,18196,ASPM,-801645,-,PBX1,33062292,+,5027,0.019892580067634773,580,yes,LHX9 ,"LHX9 
chr1-197948340"
chr1,209768200,209768200,1,-,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1-209768200,1,0.019892580067634773,TRUE,TRAF3IP3,+,FALSE,FALSE,0,KCNH1,910113,-,PBX1,44882152,+,5027,0.019892580067634773,580,yes,TRAF3IP3 *,"TRAF3IP3 *
chr1-209768200"
chr1,21766454,21766454,1,-,TCELL,454,LS-8,pin26,97,hg38,D-1,-1,-0,chr1-21766454,1,1.9295802665605728,TRUE,USP48,-,FALSE,TRUE,0,HSPG2,55776,-,LCK,-10484783,+,5027,1.9295802665605728,580,yes,USP48 *,"USP48 *
chr1-21766454"
chr1,234727529,234727529,1,-,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1-234727529,1,0.019892580067634773,TRUE,LINC01132,+,FALSE,FALSE,0,IRF2BP2,-118003,-,PBX1,69841481,+,5027,0.019892580067634773,580,yes,LINC01132 *,"LINC01132 *
chr1-234727529"
chr1,234730689,234730689,1,-,TCELL,454,LS-8,pin26,4,hg38,D-1,-1,-0,chr1-234730689,1,0.07957032027053909,TRUE,LINC01132,+,TRUE,FALSE,-0,IRF2BP2,-121163,-,PBX1,69844641,+,5027,0.07957032027053909,580,yes,LINC01132 *,"LINC01132 *
chr1-234730689"
chr1,239408907,239408907,1,-,TCELL,454,LS-8,pin26,3,hg38,D-1,-1,-0,chr1-239408907,1,0.05967774020290431,TRUE,CHRM3,+,FALSE,FALSE,0,FH,2088648,-,PBX1,74522859,+,5027,0.05967774020290431,580,yes,CHRM3 *,"CHRM3 *
chr1-239408907"
chr1,24992632,24992632,1,-,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1-24992632,1,0.019892580067634773,FALSE,RUNX3,-,FALSE,TRUE,-27621,RUNX3,-27621,-,LCK,-7258605,+,5027,0.019892580067634773,580,yes,RUNX3 ~,"RUNX3 ~
chr1-24992632"
chr1,45523121,45523121,1,-,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1-45523121,1,0.019892580067634773,FALSE,PRDX1,-,FALSE,TRUE,-230,PRDX1,-230,-,TAL1,1693167,-,5027,0.019892580067634773,580,yes,PRDX1 ~,"PRDX1 ~
chr1-45523121"
chr1,66364418,66364418,1,-,TCELL,454,LS-8,pin26,67,hg38,D-1,-1,-0,chr1-66364418,1,1.3328028645315297,TRUE,PDE4B,+,FALSE,FALSE,-0,MIER1,-560475,+,STIL,-19050270,-,5027,1.3328028645315297,580,yes,PDE4B *,"PDE4B *
chr1-66364418"
chr1,80893799,80893799,1,-,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1-80893799,1,0.019892580067634773,FALSE,LINC01781,+,FALSE,FALSE,247010,ADGRL2,-805969,+,STIL,-33579651,-,5027,0.019892580067634773,580,yes,LINC01781 ,"LINC01781 
chr1-80893799"
chr1,89541114,89541114,1,-,TCELL,454,LS-8,pin26,4,hg38,D-1,-1,-0,chr1-89541114,1,0.07957032027053909,TRUE,LRRC8B,+,FALSE,FALSE,0,GBP1,-475753,-,STIL,-42226966,-,5027,0.07957032027053909,580,yes,LRRC8B *,"LRRC8B *
chr1-89541114"
chr1,94847396,94847396,1,-,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1-94847396,1,0.019892580067634773,TRUE,SLC44A3,+,FALSE,FALSE,0,ALG14,135325,-,STIL,-47533248,-,5027,0.019892580067634773,580,yes,SLC44A3 *,"SLC44A3 *
chr1-94847396"
chr1,108646656,108646656,1,+,TCELL,454,LS-8,pin26,4,hg38,D-1,-1,-0,chr1+108646656,1,0.07957032027053909,FALSE,HENMT1,-,FALSE,FALSE,1630,VAV3,-681732,-,PBX1,-55912702,+,5027,0.07957032027053909,580,yes,HENMT1 ,"HENMT1 
chr1+108646656"
chr1,12617311,12617311,1,+,TCELL,454,LS-8,pin26,5,hg38,D-1,-1,-0,chr1+12617311,1,0.09946290033817386,TRUE,DHRS3,-,TRUE,FALSE,0,DHRS3,0,-,LCK,-19633926,+,5027,0.09946290033817386,580,yes,DHRS3 *~,"DHRS3 *~
chr1+12617311"
chr1,160742533,160742533,1,+,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1+160742533,1,0.019892580067634773,TRUE,SLAMF7,+,FALSE,TRUE,0,SLAMF6,-219270,-,PBX1,-3816825,+,5027,0.019892580067634773,580,yes,SLAMF7 *,"SLAMF7 *
chr1+160742533"
chr1,168452870,168452870,1,+,TCELL,454,LS-8,pin26,12,hg38,D-1,-1,-0,chr1+168452870,1,0.23871096081161725,FALSE,LOC101928565,-,FALSE,FALSE,11242,DPT,242585,-,PBX1,3566822,+,5027,0.23871096081161725,580,yes,LOC101928565 ,"LOC101928565 
chr1+168452870"
chr1,16951956,16951956,1,+,TCELL,454,LS-8,pin26,5,hg38,D-1,-1,-0,chr1+16951956,1,0.09946290033817386,TRUE,CROCC,+,FALSE,TRUE,-0,SDHB,66764,-,LCK,-15299281,+,5027,0.09946290033817386,580,yes,CROCC *,"CROCC *
chr1+16951956"
chr1,172647940,172647940,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr1+172647940,1,0.039785160135269546,FALSE,FASLG,+,FALSE,TRUE,-11066,TNFSF18,393278,-,PBX1,7761892,+,5027,0.039785160135269546,580,yes,FASLG ,"FASLG 
chr1+172647940"
chr1,181400208,181400208,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr1+181400208,1,0.039785160135269546,FALSE,CACNA1E,+,FALSE,TRUE,-83340,DHX9,-1439094,+,PBX1,16514160,+,5027,0.039785160135269546,580,yes,CACNA1E ,"CACNA1E 
chr1+181400208"
chr1,184883797,184883797,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr1+184883797,1,0.039785160135269546,TRUE,FAM129A,-,FALSE,FALSE,0,RGL1,955245,+,PBX1,19997749,+,5027,0.039785160135269546,580,yes,FAM129A *,"FAM129A *
chr1+184883797"
chr1,185438686,185438686,1,+,TCELL,454,LS-8,pin26,108,hg38,D-1,-1,-0,chr1+185438686,1,2.1483986473045555,FALSE,GS1-279B7.1,-,FALSE,FALSE,-103646,PRG4,-857585,+,PBX1,20552638,+,5027,2.1483986473045555,580,yes,GS1-279B7.1 ,"GS1-279B7.1 
chr1+185438686"
chr1,222895712,222895712,1,+,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1+222895712,1,0.019892580067634773,TRUE,DISP1,+,FALSE,TRUE,0,TP53BP2,884179,-,PBX1,58009664,+,5027,0.019892580067634773,580,yes,DISP1 *,"DISP1 *
chr1+222895712"
chr1,224381780,224381780,1,+,TCELL,454,LS-8,pin26,7,hg38,D-1,-1,-0,chr1+224381780,1,0.1392480604734434,FALSE,CNIH4,+,FALSE,TRUE,2327,TP53BP2,-535807,-,PBX1,59495732,+,5027,0.1392480604734434,580,yes,CNIH4 ,"CNIH4 
chr1+224381780"
chr1,231273734,231273734,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr1+231273734,1,0.039785160135269546,TRUE,GNPAT,+,FALSE,TRUE,-0,EGLN1,90015,-,PBX1,66387686,+,5027,0.039785160135269546,580,yes,GNPAT *,"GNPAT *
chr1+231273734"
chr1,235015078,235015078,1,+,TCELL,454,LS-8,pin26,15,hg38,D-1,-1,-0,chr1+235015078,1,0.2983887010145216,FALSE,LINC01348,-,FALSE,FALSE,50394,RBM34,116103,-,PBX1,70129030,+,5027,0.2983887010145216,580,yes,LINC01348 ,"LINC01348 
chr1+235015078"
chr1,235641475,235641475,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr1+235641475,1,0.039785160135269546,TRUE,GNG4,-,FALSE,FALSE,0,RBM34,-479858,-,PBX1,70755427,+,5027,0.039785160135269546,580,yes,GNG4 *,"GNG4 *
chr1+235641475"
chr1,236172612,236172612,1,+,TCELL,454,LS-8,pin26,7,hg38,D-1,-1,-0,chr1+236172612,1,0.1392480604734434,TRUE,GPR137B,+,FALSE,TRUE,0,RBM34,-1010995,-,PBX1,71286564,+,5027,0.1392480604734434,580,yes,GPR137B *,"GPR137B *
chr1+236172612"
chr1,40341812,40341812,1,+,TCELL,454,LS-8,pin26,5,hg38,D-1,-1,-0,chr1+40341812,1,0.09946290033817386,FALSE,COL9A2,-,FALSE,FALSE,-24544,RLF,100890,+,TAL1,6874476,-,5027,0.09946290033817386,580,yes,COL9A2 ,"COL9A2 
chr1+40341812"
chr1,44731977,44731977,1,+,TCELL,454,LS-8,pin26,24,hg38,D-1,-1,-0,chr1+44731977,1,0.4774219216232345,FALSE,RNU5D-1,-,FALSE,FALSE,-808,BTBD19,-76503,+,TAL1,2484311,-,5027,0.4774219216232345,580,yes,RNU5D-1 ,"RNU5D-1 
chr1+44731977"
chr1,89545559,89545559,1,+,TCELL,454,LS-8,pin26,10,hg38,D-1,-1,-0,chr1+89545559,1,0.1989258006763477,TRUE,LRRC8B,+,FALSE,TRUE,0,GBP1,-480198,-,STIL,-42231411,-,5027,0.1989258006763477,580,yes,LRRC8B *,"LRRC8B *
chr1+89545559"
chr1,92976333,92976333,1,+,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr1+92976333,1,0.019892580067634773,FALSE,FAM69A,-,FALSE,FALSE,-14810,GFI1,-489456,-,STIL,-45662185,-,5027,0.019892580067634773,580,yes,FAM69A ,"FAM69A 
chr1+92976333"
chr10,14645881,14645881,1,-,TCELL,454,LS-8,pin26,3,hg38,D-1,-1,-0,chr10-14645881,1,0.05967774020290431,TRUE,FAM107B,-,FALSE,TRUE,-0,CUBN,2178083,-,MLLT10,-6887466,+,5027,0.05967774020290431,580,yes,FAM107B *,"FAM107B *
chr10-14645881"
chr10,1938854,1938854,1,-,TCELL,454,LS-8,pin26,4,hg38,D-1,-1,-0,chr10-1938854,1,0.07957032027053909,FALSE,LINC00700,-,FALSE,TRUE,66617,ADARB2,-201377,-,KLF6,1837140,-,5027,0.07957032027053909,580,yes,LINC00700 ,"LINC00700 
chr10-1938854"
chr10,22647917,22647917,1,-,TCELL,454,LS-8,pin26,25,hg38,D-1,-1,-0,chr10-22647917,1,0.4973145016908693,TRUE,PIP4K2A,-,FALSE,TRUE,0,BMI1,316431,+,BMI1,316431,+,5027,0.4973145016908693,580,yes,PIP4K2A *,"PIP4K2A *
chr10-22647917"
chr10,24895215,24895215,1,-,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr10-24895215,1,0.039785160135269546,TRUE,PRTFDC1,-,FALSE,TRUE,-0,ABI1,1851379,-,BMI1,2563729,+,5027,0.039785160135269546,580,yes,PRTFDC1 *,"PRTFDC1 *
chr10-24895215"
chr10,30501728,30501728,1,-,TCELL,454,LS-8,pin26,4,hg38,D-1,-1,-0,chr10-30501728,1,0.07957032027053909,FALSE,MAP3K8,+,FALSE,FALSE,39894,MAP3K8,39894,+,BMI1,8170242,+,5027,0.07957032027053909,580,yes,MAP3K8 ~,"MAP3K8 ~
chr10-30501728"
chr10,45766297,45766297,1,-,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr10-45766297,1,0.039785160135269546,TRUE,WASHC2C,+,FALSE,FALSE,-0,NCOA4,238789,-,BMI1,23434811,+,5027,0.039785160135269546,580,yes,WASHC2C *,"WASHC2C *
chr10-45766297"
chr10,60575130,60575130,1,-,TCELL,454,LS-8,pin26,8,hg38,D-1,-1,-0,chr10-60575130,1,0.15914064054107818,TRUE,ANK3,-,FALSE,TRUE,0,CDK1,-203199,+,BMI1,38243644,+,5027,0.15914064054107818,580,yes,ANK3 *,"ANK3 *
chr10-60575130"
chr10,79318006,79318006,1,-,TCELL,454,LS-8,pin26,35,hg38,D-1,-1,-0,chr10-79318006,1,0.696240302367217,FALSE,ZMIZ1,+,FALSE,FALSE,1477,ZMIZ1,1477,+,TLX1,-21813296,+,5027,0.696240302367217,580,yes,ZMIZ1 ~,"ZMIZ1 ~
chr10-79318006"
chr10,8315284,8315284,1,-,TCELL,454,LS-8,pin26,3,hg38,D-1,-1,-0,chr10-8315284,1,0.05967774020290431,FALSE,LINC00708,-,FALSE,TRUE,-46978,GATA3,240082,+,KLF6,-4530002,-,5027,0.05967774020290431,580,yes,LINC00708 ,"LINC00708 
chr10-8315284"
chr10,105565719,105565719,1,+,TCELL,454,LS-8,pin26,10,hg38,D-1,-1,-0,chr10+105565719,1,0.1989258006763477,FALSE,LOC101927549,-,FALSE,FALSE,107889,SUFU,2932261,+,NFKB2,3163189,+,5027,0.1989258006763477,580,yes,LOC101927549 ,"LOC101927549 
chr10+105565719"
chr10,11148818,11148818,1,+,TCELL,454,LS-8,pin26,5,hg38,D-1,-1,-0,chr10+11148818,1,0.09946290033817386,TRUE,CELF2,+,FALSE,TRUE,-0,GATA3,3073616,+,KLF6,-7363536,-,5027,0.09946290033817386,580,yes,CELF2 *,"CELF2 *
chr10+11148818"
chr10,21051146,21051146,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr10+21051146,1,0.039785160135269546,TRUE,NEBL,-,FALSE,FALSE,0,MLLT10,-482201,+,MLLT10,-482201,+,5027,0.039785160135269546,580,yes,NEBL *,"NEBL *
chr10+21051146"
chr10,28669853,28669853,1,+,TCELL,454,LS-8,pin26,9,hg38,D-1,-1,-0,chr10+28669853,1,0.17903322060871296,FALSE,BAMBI,+,FALSE,TRUE,-7640,MAP3K8,-1764166,+,BMI1,6338367,+,5027,0.17903322060871296,580,yes,BAMBI ,"BAMBI 
chr10+28669853"
chr10,3872188,3872188,1,+,TCELL,454,LS-8,pin26,6,hg38,D-1,-1,-0,chr10+3872188,1,0.11935548040580862,FALSE,LOC105376365,+,FALSE,TRUE,37459,KLF6,-86906,-,KLF6,-86906,-,5027,0.11935548040580862,580,yes,LOC105376365 ,"LOC105376365 
chr10+3872188"
chr10,49079145,49079145,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr10+49079145,1,0.039785160135269546,TRUE,VSTM4,-,FALSE,FALSE,0,ERCC6,375333,-,BMI1,26747659,+,5027,0.039785160135269546,580,yes,VSTM4 *,"VSTM4 *
chr10+49079145"
chr10,6588393,6588393,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr10+6588393,1,0.039785160135269546,FALSE,PRKCQ-AS1,+,FALSE,TRUE,3031,IL2RA,-526022,-,KLF6,-2803111,-,5027,0.039785160135269546,580,yes,PRKCQ-AS1 ,"PRKCQ-AS1 
chr10+6588393"
chr10,91797880,91797880,1,+,TCELL,454,LS-8,pin26,3,hg38,D-1,-1,-0,chr10+91797880,1,0.05967774020290431,TRUE,TNKS2-AS1,-,TRUE,FALSE,0,HHEX,-892042,+,TLX1,-9333422,+,5027,0.05967774020290431,580,yes,TNKS2-AS1 *,"TNKS2-AS1 *
chr10+91797880"
chr11,12158252,12158252,1,-,TCELL,454,LS-8,pin26,5,hg38,D-1,-1,-0,chr11-12158252,1,0.09946290033817386,TRUE,MICAL2,+,FALSE,FALSE,0,PTH,1333791,-,LMO1,-3889616,-,5027,0.09946290033817386,580,yes,MICAL2 *,"MICAL2 *
chr11-12158252"
chr11,12175175,12175175,1,-,TCELL,454,LS-8,pin26,5,hg38,D-1,-1,-0,chr11-12175175,1,0.09946290033817386,TRUE,MICAL2,+,FALSE,FALSE,0,PTH,1316868,-,LMO1,-3906539,-,5027,0.09946290033817386,580,yes,MICAL2 *,"MICAL2 *
chr11-12175175"
chr11,126346322,126346322,1,-,TCELL,454,LS-8,pin26,26,hg38,D-1,-1,-0,chr11-126346322,2,0.517207081758504,TRUE,"DCPS,GSEC","+,-",TRUE,FALSE,0,SPA17,1651527,+,PICALM,-40276440,-,5027,0.517207081758504,580,yes,"DCPS,GSEC *","DCPS,GSEC *
chr11-126346322"
chr11,128327808,128327808,1,-,TCELL,454,LS-8,pin26,8,hg38,D-1,-1,-0,chr11-128327808,2,0.15914064054107818,FALSE,LINC02098,+,FALSE,FALSE,86366,ETS1,130951,-,PICALM,-42257926,-,5027,0.15914064054107818,580,yes,LINC02098 ,"LINC02098 
chr11-128327808"
chr11,129639165,129639165,1,-,TCELL,454,LS-8,pin26,7,hg38,D-1,-1,-0,chr11-129639165,1,0.1392480604734434,FALSE,LINC01395,-,FALSE,TRUE,-21895,ADAMTS15,-809807,+,PICALM,-43569283,-,5027,0.1392480604734434,580,yes,LINC01395 ,"LINC01395 
chr11-129639165"
chr11,18348408,18348408,1,-,TCELL,454,LS-8,pin26,7,hg38,D-1,-1,-0,chr11-18348408,1,0.1392480604734434,TRUE,GTF2H1,+,FALSE,FALSE,-0,GTF2H1,-0,+,LMO1,-10079772,-,5027,0.1392480604734434,580,yes,GTF2H1 *~,"GTF2H1 *~
chr11-18348408"
chr11,43838302,43838302,1,-,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr11-43838302,1,0.019892580067634773,TRUE,HSD17B12,+,FALSE,FALSE,-0,ACCS,-227875,+,LMO2,-9946012,-,5027,0.019892580067634773,580,yes,HSD17B12 *,"HSD17B12 *
chr11-43838302"
chr11,57566168,57566168,1,-,TCELL,454,LS-8,pin26,3,hg38,D-1,-1,-0,chr11-57566168,1,0.05967774020290431,TRUE,UBE2L6,-,FALSE,TRUE,0,SLC43A1,-50448,-,CCND1,-12074935,+,5027,0.05967774020290431,580,yes,UBE2L6 *,"UBE2L6 *
chr11-57566168"
chr11,86447522,86447522,1,-,TCELL,454,LS-8,pin26,5,hg38,D-1,-1,-0,chr11-86447522,1,0.09946290033817386,TRUE,ME3,-,FALSE,TRUE,-0,ME3,-0,-,PICALM,-377640,-,5027,0.09946290033817386,580,yes,ME3 *~,"ME3 *~
chr11-86447522"
chr11,88359935,88359935,1,-,TCELL,454,LS-8,pin26,20,hg38,D-1,-1,-0,chr11-88359935,1,0.3978516013526954,FALSE,CTSC,-,FALSE,TRUE,-22147,ME3,-1687298,-,PICALM,-2290053,-,5027,0.3978516013526954,580,yes,CTSC ,"CTSC 
chr11-88359935"
chr11,95681084,95681084,1,-,TCELL,454,LS-8,pin26,9,hg38,D-1,-1,-0,chr11-95681084,1,0.17903322060871296,FALSE,FAM76B,-,FALSE,TRUE,87856,MAML2,295507,-,PICALM,-9611202,-,5027,0.17903322060871296,580,yes,FAM76B ,"FAM76B 
chr11-95681084"
chr11,96052321,96052321,1,-,TCELL,454,LS-8,pin26,8,hg38,D-1,-1,-0,chr11-96052321,1,0.15914064054107818,TRUE,MAML2,-,FALSE,TRUE,-0,MAML2,-0,-,PICALM,-9982439,-,5027,0.15914064054107818,580,yes,MAML2 *~,"MAML2 *~
chr11-96052321"
chr11,96150264,96150264,1,-,TCELL,454,LS-8,pin26,3,hg38,D-1,-1,-0,chr11-96150264,1,0.05967774020290431,TRUE,MAML2,-,FALSE,TRUE,-0,MAML2,-0,-,PICALM,-10080382,-,5027,0.05967774020290431,580,yes,MAML2 *~,"MAML2 *~
chr11-96150264"
chr11,108855388,108855388,1,+,TCELL,454,LS-8,pin26,1,hg38,D-1,-1,-0,chr11+108855388,1,0.019892580067634773,TRUE,DDX10,+,FALSE,TRUE,-0,DDX10,-0,+,PICALM,-22785506,-,5027,0.019892580067634773,580,yes,DDX10 *~,"DDX10 *~
chr11+108855388"
chr11,117816265,117816265,1,+,TCELL,454,LS-8,pin26,8,hg38,D-1,-1,-0,chr11+117816265,1,0.15914064054107818,FALSE,"FXYD2,FXYD6-FXYD2","-,-",FALSE,FALSE,3808,TMPRSS4,-260745,+,PICALM,-31746383,-,5027,0.15914064054107818,580,yes,"FXYD2,FXYD6-FXYD2 ","FXYD2,FXYD6-FXYD2 
chr11+117816265"
chr11,122703704,122703704,1,+,TCELL,454,LS-8,pin26,13,hg38,D-1,-1,-0,chr11+122703704,1,0.258603540879252,TRUE,UBASH3B,+,FALSE,TRUE,0,MIR125B1,-603859,-,PICALM,-36633822,-,5027,0.258603540879252,580,yes,UBASH3B *,"UBASH3B *
chr11+122703704"
chr11,133943524,133943524,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr11+133943524,1,0.039785160135269546,TRUE,IGSF9B,-,FALSE,FALSE,0,OPCML,-410911,-,PICALM,-47873642,-,5027,0.039785160135269546,580,yes,IGSF9B *,"IGSF9B *
chr11+133943524"
chr11,15800577,15800577,1,+,TCELL,454,LS-8,pin26,8,hg38,D-1,-1,-0,chr11+15800577,1,0.15914064054107818,FALSE,LOC102724957,+,FALSE,TRUE,95208,CALCA,-828290,-,LMO1,-7531941,-,5027,0.15914064054107818,580,yes,LOC102724957 ,"LOC102724957 
chr11+15800577"
chr11,17278199,17278199,1,+,TCELL,454,LS-8,pin26,3,hg38,D-1,-1,-0,chr11+17278199,1,0.05967774020290431,TRUE,NUCB2,+,FALSE,TRUE,0,MYOD1,-441362,+,LMO1,-9009563,-,5027,0.05967774020290431,580,yes,NUCB2 *,"NUCB2 *
chr11+17278199"
chr11,35281272,35281272,1,+,TCELL,454,LS-8,pin26,3,hg38,D-1,-1,-0,chr11+35281272,1,0.05967774020290431,TRUE,SLC1A2,-,FALSE,FALSE,-0,CD44,48869,+,LMO2,-1388982,-,5027,0.05967774020290431,580,yes,SLC1A2 *~,"SLC1A2 *~
chr11+35281272"
chr11,58505215,58505215,1,+,TCELL,454,LS-8,pin26,2,hg38,D-1,-1,-0,chr11+58505215,1,0.039785160135269546,FALSE,OR5B21,-,FALSE,FALSE,1959,CTNND1,686034,+,CCND1,-11135888,+,5027,0.039785160135269546,580,yes,OR5B21 ,"OR5B21 
chr11+58505215"
chr11,65383672,65383672,1,+,TCELL,454,LS-8,pin26,4,hg38,D-1,-1,-0,chr11+65383672,1,0.07957032027053909,TRUE,SLC25A45,-,TRUE,FALSE,0,FRMD8,-2896,+,CCND1,-4257431,+,5027,0.07957032027053909,580,yes,SLC25A45 *~,"SLC25A45 *~
chr11+65383672"
chr11,6645955,6645955,1,+,TCELL,454,LS-8,pin26,14,hg38,D-1,-1,-0,chr11+6645955,1,0.2784961209468868,TRUE,DCHS1,-,FALSE,FALSE,0,EIF3F,-1341363,+,LMO1,1578347,-,5027,0.2784961209468868,580,yes,DCHS1 *,"DCHS1 *
chr11+6645955"
chr11,72670261,72670261,1,+,TCELL,454,LS-8,pin26,11,hg38,D-1,-1,-0,chr11+72670261,2,0.2188183807439825,TRUE,PDE2A,-,FALSE,FALSE,0,INPPL1,431113,+,CCND1,3015786,+,5027,0.2188183807439825,580,yes,PDE2A *,"PDE2A *
chr11+72670261"
