seqnames,start,end,width,strand,dataSource,GTSP,patient,reads,refGenome,sampleName,timePoint,timePointDays,timePointMonths,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr12,7989973,7990018,46,+,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr12+7989973,FALSE,FOXJ2,+,FALSE,TRUE,-42788,C3AR1,66869,-,ETV6,-3659879,+,TCELL
chr10,8315242,8315284,43,-,454,LS-8,pin26,3,hg38,LS-8-0,D-1,-1,-0,chr10-8315284,FALSE,LINC00708,-,FALSE,TRUE,-46978,GATA3,240082,+,KLF6,-4530002,-,TCELL
chr20,8796598,8796817,220,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr20+8796598,TRUE,PLCB1,+,FALSE,TRUE,-0,PLCB1,-0,+,None.found,Inf,None.found,TCELL
chr8,8872852,8872885,34,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr8+8872852,TRUE,MFHAS1,-,FALSE,FALSE,0,MFHAS1,0,-,MYC,-118862580,+,TCELL
chr17,8940073,8940368,296,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr17+8940073,TRUE,PIK3R5,-,FALSE,FALSE,0,PIK3R5,0,-,None.found,Inf,None.found,TCELL
chrX,9165147,9165483,337,-,454,LS-8,pin26,17,hg38,LS-8-0,D-1,-1,-0,chrX-9165483,FALSE,FAM9B,-,FALSE,TRUE,-131355,MID1,1279825,-,MTCP1,145898549,-,TCELL
chrX,9165225,9165269,45,-,454,LS-8,pin26,32,hg38,LS-8-0,D-1,-1,-0,chrX-9165269,FALSE,FAM9B,-,FALSE,TRUE,-131141,MID1,1280039,-,MTCP1,145898763,-,TCELL
chrX,9165429,9165483,55,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chrX-9165483,FALSE,FAM9B,-,FALSE,TRUE,-131355,MID1,1279825,-,MTCP1,145898549,-,TCELL
chr12,9673235,9673695,461,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr12+9673235,TRUE,CLEC2D,+,FALSE,TRUE,0,CD69,79249,-,ETV6,-1976617,+,TCELL
chr12,9869763,9869909,147,-,454,LS-8,pin26,13,hg38,LS-8-0,D-1,-1,-0,chr12-9869909,FALSE,CLEC2B,-,FALSE,TRUE,-49,CD69,-109007,-,ETV6,-1779943,+,TCELL
chr3,10192526,10192597,72,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr3+10192526,TRUE,IRAK2,+,FALSE,TRUE,0,IRAK2,0,+,None.found,Inf,None.found,TCELL
chr20,10602950,10602977,28,+,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr20+10602950,TRUE,SLX4IP,+,FALSE,TRUE,-0,JAG1,34732,-,None.found,Inf,None.found,TCELL
chr4,10733017,10733323,307,-,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr4-10733323,FALSE,CLNK,-,FALSE,TRUE,-48457,S100P,4036152,+,RAP1GDS1,-87528051,+,TCELL
chr19,10878015,10878345,331,-,454,LS-8,pin26,13,hg38,LS-8-0,D-1,-1,-0,chr19-10878345,TRUE,CARM1,+,FALSE,FALSE,0,SMARCA4,-82575,+,LYL1,2220681,-,TCELL
chr16,11051027,11051084,58,+,454,LS-8,pin26,6,hg38,LS-8-0,D-1,-1,-0,chr16+11051027,TRUE,CLEC16A,+,FALSE,TRUE,0,CIITA,126043,+,None.found,Inf,None.found,TCELL
chr16,11051027,11051298,272,+,454,LS-8,pin26,10,hg38,LS-8-0,D-1,-1,-0,chr16+11051027,TRUE,CLEC16A,+,FALSE,TRUE,0,CIITA,126043,+,None.found,Inf,None.found,TCELL
chr16,11088701,11088745,45,+,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr16+11088701,TRUE,CLEC16A,+,FALSE,TRUE,-0,CIITA,163717,+,None.found,Inf,None.found,TCELL
chr16,11088701,11088864,164,+,454,LS-8,pin26,16,hg38,LS-8-0,D-1,-1,-0,chr16+11088701,TRUE,CLEC16A,+,FALSE,TRUE,-0,CIITA,163717,+,None.found,Inf,None.found,TCELL
chr10,11148818,11148861,44,+,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr10+11148818,TRUE,CELF2,+,FALSE,TRUE,-0,GATA3,3073616,+,KLF6,-7363536,-,TCELL
chr20,11195877,11195910,34,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr20+11195877,FALSE,LOC339593,-,FALSE,FALSE,70780,JAG1,-521830,-,None.found,Inf,None.found,TCELL
chr4,11504947,11504992,46,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr4+11504947,FALSE,HS3ST1,-,FALSE,FALSE,-76033,S100P,4807776,+,RAP1GDS1,-86756427,+,TCELL
chr4,11504947,11505416,470,+,454,LS-8,pin26,3,hg38,LS-8-0,D-1,-1,-0,chr4+11504947,FALSE,HS3ST1,-,FALSE,FALSE,-76033,S100P,4807776,+,RAP1GDS1,-86756427,+,TCELL
chr20,11717093,11717166,74,-,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr20-11717166,FALSE,LINC00687,-,FALSE,TRUE,92819,JAG1,-1043119,-,None.found,Inf,None.found,TCELL
chr16,11786617,11786758,142,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr16-11786758,TRUE,ZC3H7A,-,FALSE,TRUE,0,GSPT1,81368,-,None.found,Inf,None.found,TCELL
chr6,11789889,11790034,146,-,454,LS-8,pin26,51,hg38,LS-8-0,D-1,-1,-0,chr6-11790034,FALSE,ADTRP,-,FALSE,TRUE,-10986,HIVEP1,-222455,+,BRD2,-21178624,+,TCELL
chr11,12158025,12158252,228,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr11-12158252,TRUE,MICAL2,+,FALSE,FALSE,0,PTH,1333791,-,LMO1,-3889616,-,TCELL
chr11,12175141,12175175,35,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr11-12175175,TRUE,MICAL2,+,FALSE,FALSE,0,PTH,1316868,-,LMO1,-3906539,-,TCELL
chr8,12451593,12451888,296,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr8-12451888,TRUE,LOC100506990,+,FALSE,FALSE,0,CTSB,-583737,-,MYC,-115283544,+,TCELL
chr12,12460593,12460640,48,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr12-12460640,TRUE,BORCS5,+,FALSE,FALSE,-0,CDKN1B,-256628,+,ETV6,565237,+,TCELL
chr12,12482535,12482649,115,-,454,LS-8,pin26,6,hg38,LS-8-0,D-1,-1,-0,chr12-12482649,TRUE,DUSP16,-,FALSE,TRUE,-0,CDKN1B,-234619,+,ETV6,587246,+,TCELL
chr1,12528541,12528803,263,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr1-12528803,FALSE,VPS13D,+,FALSE,FALSE,16755,DHRS3,39105,-,LCK,-19722434,+,TCELL
chr1,12617311,12617408,98,+,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr1+12617311,TRUE,DHRS3,-,TRUE,FALSE,0,DHRS3,0,-,LCK,-19633926,+,TCELL
chr12,12697221,12697336,116,-,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr12-12697336,FALSE,GPR19,-,FALSE,TRUE,-1148,CDKN1B,-19932,+,ETV6,801933,+,TCELL
chr16,12802215,12802375,161,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr16+12802215,TRUE,CPPED1,-,FALSE,FALSE,0,SNX29,227925,+,None.found,Inf,None.found,TCELL
chr12,12808203,12808449,247,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr12+12808203,FALSE,DDX47,+,FALSE,TRUE,-5141,CDKN1B,85819,+,ETV6,912800,+,TCELL
chrX,13050393,13050705,313,-,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chrX-13050705,FALSE,FAM9C,-,FALSE,TRUE,-5906,EGFL6,-518868,+,MTCP1,142013327,-,TCELL
chrY,13370488,13370563,76,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chrY+13370488,TRUE,UTY,-,FALSE,FALSE,0,P2RY8,-11833343,-,None.found,Inf,None.found,TCELL
chr20,13432266,13432419,154,-,454,LS-8,pin26,27,hg38,LS-8-0,D-1,-1,-0,chr20-13432419,TRUE,TASP1,-,FALSE,TRUE,-0,JAG1,-2758372,-,None.found,Inf,None.found,TCELL
chr7,13487069,13487399,331,+,454,LS-8,pin26,22,hg38,LS-8-0,D-1,-1,-0,chr7+13487069,FALSE,ETV1,-,FALSE,FALSE,404158,ETV1,404158,-,None.found,Inf,None.found,TCELL
chr6,13815135,13815576,442,-,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr6-13815576,FALSE,MCUR1,-,FALSE,TRUE,-1015,HIVEP1,1650576,+,BRD2,-19153082,+,TCELL
chr18,14101744,14101793,50,+,454,LS-8,pin26,7,hg38,LS-8-0,D-1,-1,-0,chr18+14101744,TRUE,ZNF519,-,TRUE,FALSE,-0,MC2R,-186036,-,BCL2,49021600,-,TCELL
chrY,14329867,14330004,138,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chrY+14329867,FALSE,NLGN4Y,+,FALSE,TRUE,-192739,P2RY8,-12792722,-,None.found,Inf,None.found,TCELL
chr19,14370194,14370252,59,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr19+14370194,FALSE,LINC01841,-,FALSE,FALSE,-6203,ADGRE5,-10948,+,LYL1,-1267033,-,TCELL
chr5,14404411,14404537,127,+,454,LS-8,pin26,11,hg38,LS-8-0,D-1,-1,-0,chr5+14404411,TRUE,TRIO,+,FALSE,TRUE,-0,TRIO,-0,+,TLX3,-156904871,+,TCELL
chr10,14645832,14645881,50,-,454,LS-8,pin26,3,hg38,LS-8-0,D-1,-1,-0,chr10-14645881,TRUE,FAM107B,-,FALSE,TRUE,-0,CUBN,2178083,-,MLLT10,-6887466,+,TCELL
chr12,14962420,14962466,47,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr12-14962466,FALSE,ARHGDIB,-,FALSE,TRUE,-695,ATF7IP,459530,+,ETV6,3067063,+,TCELL
chr4,15756989,15757118,130,-,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr4-15757118,FALSE,CD38,+,FALSE,FALSE,-21145,S100P,9059947,+,RAP1GDS1,-82504256,+,TCELL
chr4,15757060,15757118,59,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr4-15757118,FALSE,CD38,+,FALSE,FALSE,-21145,S100P,9059947,+,RAP1GDS1,-82504256,+,TCELL
chr6,15775845,15775953,109,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr6+15775845,FALSE,DTNBP1,-,FALSE,FALSE,-112786,DEK,2448322,-,BRD2,-17192813,+,TCELL
chr6,15775845,15775984,140,+,454,LS-8,pin26,6,hg38,LS-8-0,D-1,-1,-0,chr6+15775845,FALSE,DTNBP1,-,FALSE,FALSE,-112786,DEK,2448322,-,BRD2,-17192813,+,TCELL
chr3,15797301,15797510,210,+,454,LS-8,pin26,9,hg38,LS-8-0,D-1,-1,-0,chr3+15797301,TRUE,ANKRD28,-,TRUE,FALSE,0,XPC,-1618628,-,None.found,Inf,None.found,TCELL
chr11,15800577,15800638,62,+,454,LS-8,pin26,8,hg38,LS-8-0,D-1,-1,-0,chr11+15800577,FALSE,LOC102724957,+,FALSE,TRUE,95208,CALCA,-828290,-,LMO1,-7531941,-,TCELL
chr4,15925215,15925446,232,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr4-15925446,FALSE,FGFBP1,-,FALSE,TRUE,10121,S100P,9228275,+,RAP1GDS1,-82335928,+,TCELL
chr1,15962882,15962990,109,-,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr1-15962990,TRUE,ZBTB17,-,FALSE,TRUE,0,EPHA2,161345,-,LCK,-16288247,+,TCELL
chr6,16685749,16685852,104,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr6+16685749,TRUE,ATXN1,-,FALSE,FALSE,0,DEK,1538418,-,BRD2,-16282909,+,TCELL
chr1,16951956,16951986,31,+,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr1+16951956,TRUE,CROCC,+,FALSE,TRUE,-0,SDHB,66764,-,LCK,-15299281,+,TCELL
chr22,17218433,17218636,204,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr22-17218636,TRUE,ADA2,-,FALSE,TRUE,0,HDHD5,-53348,-,BCR,-5961727,+,TCELL
chr8,17233093,17233261,169,+,454,LS-8,pin26,12,hg38,LS-8-0,D-1,-1,-0,chr8+17233093,TRUE,CNOT7,-,FALSE,FALSE,-0,PDGFRL,-343338,+,MYC,-110502339,+,TCELL
chr11,17278199,17278344,146,+,454,LS-8,pin26,3,hg38,LS-8-0,D-1,-1,-0,chr11+17278199,TRUE,NUCB2,+,FALSE,TRUE,0,MYOD1,-441362,+,LMO1,-9009563,-,TCELL
chr16,17371111,17371209,99,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr16-17371209,TRUE,XYLT1,-,FALSE,TRUE,0,ABCC1,1228134,+,None.found,Inf,None.found,TCELL
chr8,17653857,17654339,483,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr8+17653857,TRUE,MTUS1,-,FALSE,FALSE,-0,MTUS1,-0,-,MYC,-110081575,+,TCELL
chr11,18348346,18348408,63,-,454,LS-8,pin26,7,hg38,LS-8-0,D-1,-1,-0,chr11-18348408,TRUE,GTF2H1,+,FALSE,FALSE,-0,GTF2H1,-0,+,LMO1,-10079772,-,TCELL
chr3,18683617,18683745,129,+,454,LS-8,pin26,8,hg38,LS-8-0,D-1,-1,-0,chr3+18683617,FALSE,SATB1-AS1,+,FALSE,TRUE,153502,SATB1,-238028,-,None.found,Inf,None.found,TCELL
chr3,18683617,18683836,220,+,454,LS-8,pin26,15,hg38,LS-8-0,D-1,-1,-0,chr3+18683617,FALSE,SATB1-AS1,+,FALSE,TRUE,153502,SATB1,-238028,-,None.found,Inf,None.found,TCELL
chr16,18956716,18956909,194,+,454,LS-8,pin26,8,hg38,LS-8-0,D-1,-1,-0,chr16+18956716,FALSE,TMC7,+,FALSE,TRUE,-27216,ABCC1,2813641,+,None.found,Inf,None.found,TCELL
chr22,19419776,19420106,331,+,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr22+19419776,TRUE,HIRA,-,FALSE,FALSE,0,CLTCL1,-128059,-,BCR,-3760587,+,TCELL
chr12,19433799,19433949,151,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr12-19433949,FALSE,AEBP2,+,FALSE,FALSE,-5723,RECQL,2034959,-,ETV6,7538546,+,TCELL
chr19,19597382,19597747,366,+,454,LS-8,pin26,6,hg38,LS-8-0,D-1,-1,-0,chr19+19597382,TRUE,PBX4,-,FALSE,FALSE,0,BORCS8-MEF2B,-404790,-,JUND,-1315725,-,TCELL
chr14,19642260,19642685,426,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr14+19642260,FALSE,OR11H2,-,FALSE,FALSE,70642,CCNB1IP1,669106,-,TCL1A,76067705,-,TCELL
chr8,19718457,19718579,123,-,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr8-19718579,TRUE,CSGALNACT1,-,FALSE,TRUE,0,NAT2,1317365,+,MYC,-108016853,+,TCELL
chr8,19718574,19718635,62,+,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr8+19718574,TRUE,CSGALNACT1,-,FALSE,FALSE,0,NAT2,1317360,+,MYC,-108016858,+,TCELL
chr8,19721508,19721611,104,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr8+19721508,TRUE,CSGALNACT1,-,FALSE,FALSE,0,NAT2,1320294,+,MYC,-108013924,+,TCELL
chr8,19726645,19726789,145,+,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr8+19726645,TRUE,CSGALNACT1,-,FALSE,FALSE,0,NAT2,1325431,+,MYC,-108008787,+,TCELL
chr7,20133283,20133407,125,+,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr7+20133283,TRUE,LOC101927668,-,FALSE,FALSE,0,ABCB5,-482337,+,None.found,Inf,None.found,TCELL
chr17,20155472,20155499,28,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr17-20155499,TRUE,SPECC1,+,FALSE,FALSE,0,SPECC1,0,+,None.found,Inf,None.found,TCELL
chr13,20219039,20219251,213,-,454,LS-8,pin26,14,hg38,LS-8-0,D-1,-1,-0,chr13-20219251,FALSE,GJB6,-,FALSE,TRUE,2709,ZMYM2,127405,+,CDX2,7741665,-,TCELL
chr16,20482528,20482669,142,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr16+20482528,TRUE,ACSM2A,+,FALSE,TRUE,-0,UQCRC2,-1470534,+,None.found,Inf,None.found,TCELL
chr9,20554308,20554429,122,-,454,LS-8,pin26,4,hg38,LS-8-0,D-1,-1,-0,chr9-20554429,TRUE,MLLT3,-,FALSE,TRUE,0,MLLT3,0,-,JAK2,15426245,+,TCELL
chr10,21051146,21051250,105,+,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr10+21051146,TRUE,NEBL,-,FALSE,FALSE,0,MLLT10,-482201,+,MLLT10,-482201,+,TCELL
chr12,21435942,21436180,239,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr12-21436180,FALSE,PYROXD1,+,FALSE,FALSE,-1422,RECQL,32728,-,ETV6,9540777,+,TCELL
chr9,21525201,21525281,81,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr9-21525281,TRUE,MIR31HG,-,FALSE,TRUE,0,CDKN2A,442469,-,JAK2,16397097,+,TCELL
chr9,21625344,21625385,42,-,454,LS-8,pin26,2,hg38,LS-8-0,D-1,-1,-0,chr9-21625385,FALSE,MIR31HG,-,FALSE,TRUE,-65586,CDKN2A,342365,-,JAK2,16497201,+,TCELL
chr1,21766131,21766454,324,-,454,LS-8,pin26,97,hg38,LS-8-0,D-1,-1,-0,chr1-21766454,TRUE,USP48,-,FALSE,TRUE,0,HSPG2,55776,-,LCK,-10484783,+,TCELL
chr14,21913054,21913397,344,+,454,LS-8,pin26,3,hg38,LS-8-0,D-1,-1,-0,chr14+21913054,FALSE,OR4E1,-,FALSE,FALSE,-242036,NDRG2,-842181,-,TCL1A,73796911,-,TCELL
chr8,21939049,21939316,268,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr8+21939049,TRUE,XPO7,+,FALSE,TRUE,0,EGR3,748610,-,MYC,-105796383,+,TCELL
chr13,22113447,22113848,402,+,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr13+22113447,FALSE,LINC00540,+,FALSE,TRUE,-96836,FGF9,408945,+,CDX2,5847469,-,TCELL
chr8,22357706,22357782,77,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr8-22357782,FALSE,PIWIL2,+,FALSE,FALSE,915,EGR3,329877,-,MYC,-105377650,+,TCELL
chr12,22537895,22538026,132,-,454,LS-8,pin26,1,hg38,LS-8-0,D-1,-1,-0,chr12-22538026,TRUE,C2CD5,-,FALSE,TRUE,0,C2CD5,0,-,ETV6,10642623,+,TCELL
chr10,22647763,22647917,155,-,454,LS-8,pin26,25,hg38,LS-8-0,D-1,-1,-0,chr10-22647917,TRUE,PIP4K2A,-,FALSE,TRUE,0,BMI1,316431,+,BMI1,316431,+,TCELL
chr18,23228796,23229094,299,-,454,LS-8,pin26,5,hg38,LS-8-0,D-1,-1,-0,chr18-23229094,TRUE,CABLES1,+,FALSE,FALSE,-0,RBBP8,202607,+,BCL2,39894250,-,TCELL
chr4,23334999,23335234,236,+,454,LS-8,pin26,10,hg38,LS-8-0,D-1,-1,-0,chr4+23334999,FALSE,PPARGC1A,-,FALSE,FALSE,457020,SLC34A2,-2320812,+,RAP1GDS1,-74926375,+,TCELL
chr16,23880963,23881157,195,-,454,LS-8,pin26,3,hg38,LS-8-0,D-1,-1,-0,chr16-23881157,TRUE,PRKCB,+,FALSE,FALSE,0,PLK1,190789,+,None.found,Inf,None.found,TCELL
