seqnames,start,end,width,strand,cellType,dataSource,GTSP,patient,reads,refGenome,timePoint,timePointDays,timePointMonths,posid,estAbund,relAbund,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,readsPerSample,readsRelAbund,totalSampleFrags,include,labeledNearestFeature,posidLabel
chr1,167600932,167600932,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-167600932,1,0.012845215157353885,FALSE,RCSD1,+,FALSE,FALSE,-29259,GPR161,478608,-,PBX1,2714884,+,7785,0.012845215157353885,2635,yes,RCSD1 ,"RCSD1 
chr1-167600932"
chr1,168505603,168505603,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-168505603,1,0.02569043031470777,FALSE,LOC101928565,-,FALSE,TRUE,-9958,DPT,189852,-,PBX1,3619555,+,7785,0.02569043031470777,2635,yes,LOC101928565 ,"LOC101928565 
chr1-168505603"
chr1,168514988,168514988,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-168514988,1,0.012845215157353885,FALSE,LOC101928565,-,FALSE,TRUE,-19343,DPT,180467,-,PBX1,3628940,+,7785,0.012845215157353885,2635,yes,LOC101928565 ,"LOC101928565 
chr1-168514988"
chr1,169588453,169588453,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-169588453,1,0.012845215157353885,FALSE,SELP,-,FALSE,TRUE,394,SELE,134185,-,PBX1,4702405,+,7785,0.012845215157353885,2635,yes,SELP ,"SELP 
chr1-169588453"
chr1,169678514,169678514,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-169678514,1,0.012845215157353885,FALSE,SELL,-,FALSE,TRUE,12149,SELE,44124,-,PBX1,4792466,+,7785,0.012845215157353885,2635,yes,SELL ~,"SELL ~
chr1-169678514"
chr1,169679105,169679105,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr1-169679105,1,0.03853564547206166,FALSE,SELL,-,FALSE,TRUE,11558,SELE,43533,-,PBX1,4793057,+,7785,0.03853564547206166,2635,yes,SELL ~,"SELL ~
chr1-169679105"
chr1,172669052,172669052,1,-,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr1-172669052,1,0.05138086062941554,FALSE,FASLG,+,FALSE,FALSE,2178,TNFSF18,372166,-,PBX1,7783004,+,7785,0.05138086062941554,2635,yes,FASLG ,"FASLG 
chr1-172669052"
chr1,172708340,172708340,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr1-172708340,1,0.03853564547206166,FALSE,FASLG,+,FALSE,FALSE,41466,TNFSF18,332878,-,PBX1,7822292,+,7785,0.03853564547206166,2635,yes,FASLG ,"FASLG 
chr1-172708340"
chr1,179035444,179035444,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr1-179035444,1,0.03853564547206166,TRUE,FAM20B,+,FALSE,FALSE,0,ABL2,63881,-,PBX1,14149396,+,7785,0.03853564547206166,2635,yes,FAM20B *,"FAM20B *
chr1-179035444"
chr1,1824351,1824351,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-1824351,1,0.012845215157353885,TRUE,GNB1,-,FALSE,TRUE,-0,CDK11A,-99785,-,LCK,-30426886,+,7785,0.012845215157353885,2635,yes,GNB1 *,"GNB1 *
chr1-1824351"
chr1,182616887,182616887,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr1-182616887,1,0.03853564547206166,FALSE,LINC01686,+,FALSE,FALSE,257,DHX9,-222415,+,PBX1,17730839,+,7785,0.03853564547206166,2635,yes,LINC01686 ,"LINC01686 
chr1-182616887"
chr1,182863138,182863138,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-182863138,1,0.02569043031470777,TRUE,DHX9,+,FALSE,FALSE,0,DHX9,0,+,PBX1,17977090,+,7785,0.02569043031470777,2635,yes,DHX9 *~,"DHX9 *~
chr1-182863138"
chr1,192530992,192530992,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr1-192530992,1,0.03853564547206166,FALSE,RGS1,+,FALSE,FALSE,-44733,RGS1,-44733,+,PBX1,27644944,+,7785,0.03853564547206166,2635,yes,RGS1 ~,"RGS1 ~
chr1-192530992"
chr1,198537955,198537955,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr1-198537955,1,0.03853564547206166,TRUE,ATP6V1G3,-,FALSE,TRUE,0,ASPM,-1391260,-,PBX1,33651907,+,7785,0.03853564547206166,2635,yes,ATP6V1G3 *,"ATP6V1G3 *
chr1-198537955"
chr1,198677780,198677780,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-198677780,1,0.012845215157353885,TRUE,PTPRC,+,FALSE,FALSE,0,ASPM,-1531085,-,PBX1,33791732,+,7785,0.012845215157353885,2635,yes,PTPRC *,"PTPRC *
chr1-198677780"
chr1,200449788,200449788,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-200449788,1,0.012845215157353885,FALSE,ZNF281,-,FALSE,TRUE,-39729,ZNF281,-39729,-,PBX1,35563740,+,7785,0.012845215157353885,2635,yes,ZNF281 ~,"ZNF281 ~
chr1-200449788"
chr1,203006923,203006923,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-203006923,1,0.012845215157353885,TRUE,LOC100506747,-,FALSE,TRUE,0,ADIPOR1,-48350,-,PBX1,38120875,+,7785,0.012845215157353885,2635,yes,LOC100506747 *~,"LOC100506747 *~
chr1-203006923"
chr1,203278292,203278292,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-203278292,1,0.012845215157353885,FALSE,LINC01353,+,FALSE,FALSE,-8858,BTG2,-27242,+,PBX1,38392244,+,7785,0.012845215157353885,2635,yes,LINC01353 ~,"LINC01353 ~
chr1-203278292"
chr1,203287835,203287835,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr1-203287835,1,0.03853564547206166,TRUE,LINC01353,+,FALSE,FALSE,0,BTG2,-17699,+,PBX1,38401787,+,7785,0.03853564547206166,2635,yes,LINC01353 *~,"LINC01353 *~
chr1-203287835"
chr1,203289006,203289006,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-203289006,1,0.012845215157353885,FALSE,LINC01353,+,FALSE,FALSE,207,BTG2,-16528,+,PBX1,38402958,+,7785,0.012845215157353885,2635,yes,LINC01353 ~,"LINC01353 ~
chr1-203289006"
chr1,203653942,203653942,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-203653942,1,0.012845215157353885,TRUE,ATP2B4,+,FALSE,FALSE,0,FMOD,-302512,-,PBX1,38767894,+,7785,0.012845215157353885,2635,yes,ATP2B4 *,"ATP2B4 *
chr1-203653942"
chr1,204324157,204324157,1,-,TCELL,454,LS-10,pin30,12,hg38,D-1,-1,-0,chr1-204324157,1,0.15414258188824664,TRUE,PLEKHA6,-,FALSE,TRUE,0,MDM4,-192220,+,PBX1,39438109,+,7785,0.15414258188824664,2635,yes,PLEKHA6 *,"PLEKHA6 *
chr1-204324157"
chr1,205812159,205812159,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-205812159,1,0.02569043031470777,TRUE,SLC41A1,-,FALSE,TRUE,0,SLC45A3,-131656,-,PBX1,40926111,+,7785,0.02569043031470777,2635,yes,SLC41A1 *,"SLC41A1 *
chr1-205812159"
chr1,206578984,206578984,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-206578984,1,0.02569043031470777,TRUE,RASSF5,+,FALSE,FALSE,-0,MAPKAPK2,-106034,+,PBX1,41692936,+,7785,0.02569043031470777,2635,yes,RASSF5 *,"RASSF5 *
chr1-206578984"
chr1,209696460,209696460,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-209696460,1,0.012845215157353885,TRUE,"LOC101930114,HSD11B1","-,+",FALSE,FALSE,-0,KCNH1,981853,-,PBX1,44810412,+,7785,0.012845215157353885,2635,yes,"LOC101930114,HSD11B1 *","LOC101930114,HSD11B1 *
chr1-209696460"
chr1,209719384,209719384,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-209719384,1,0.012845215157353885,TRUE,"LOC101930114,HSD11B1","-,+",FALSE,FALSE,0,KCNH1,958929,-,PBX1,44833336,+,7785,0.012845215157353885,2635,yes,"LOC101930114,HSD11B1 *","LOC101930114,HSD11B1 *
chr1-209719384"
chr1,209752652,209752652,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-209752652,1,0.02569043031470777,FALSE,TRAF3IP3,+,FALSE,FALSE,-3378,KCNH1,925661,-,PBX1,44866604,+,7785,0.02569043031470777,2635,yes,TRAF3IP3 ,"TRAF3IP3 
chr1-209752652"
chr1,212723961,212723961,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-212723961,1,0.012845215157353885,FALSE,NSL1,-,FALSE,TRUE,2190,ATF3,103183,+,PBX1,47837913,+,7785,0.012845215157353885,2635,yes,NSL1 ,"NSL1 
chr1-212723961"
chr1,22036743,22036743,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-22036743,1,0.02569043031470777,FALSE,LINC00339,+,FALSE,FALSE,5518,CDC42,-15882,+,LCK,-10214494,+,7785,0.02569043031470777,2635,yes,LINC00339 ~,"LINC00339 ~
chr1-22036743"
chr1,22047290,22047290,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-22047290,1,0.012845215157353885,FALSE,CDC42,+,FALSE,FALSE,-5335,CDC42,-5335,+,LCK,-10203947,+,7785,0.012845215157353885,2635,yes,CDC42 ~,"CDC42 ~
chr1-22047290"
chr1,221725840,221725840,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-221725840,1,0.02569043031470777,TRUE,DUSP10,-,FALSE,TRUE,0,DUSP10,0,-,PBX1,56839792,+,7785,0.02569043031470777,2635,yes,DUSP10 *~,"DUSP10 *~
chr1-221725840"
chr1,223701330,223701330,1,-,TCELL,454,LS-10,pin30,32,hg38,D-1,-1,-0,chr1-223701330,1,0.4110468850353243,FALSE,CAPN2,+,FALSE,FALSE,-261,TP53BP2,78561,-,PBX1,58815282,+,7785,0.4110468850353243,2635,yes,CAPN2 ,"CAPN2 
chr1-223701330"
chr1,225917564,225917564,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-225917564,1,0.012845215157353885,FALSE,PYCR2,-,FALSE,TRUE,2311,SDE2,65136,-,PBX1,61031516,+,7785,0.012845215157353885,2635,yes,PYCR2 ,"PYCR2 
chr1-225917564"
chr1,234964813,234964813,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-234964813,1,0.012845215157353885,FALSE,LOC101927851,-,FALSE,TRUE,-813,RBM34,166368,-,PBX1,70078765,+,7785,0.012845215157353885,2635,yes,LOC101927851 ,"LOC101927851 
chr1-234964813"
chr1,235872133,235872133,1,-,TCELL,454,LS-10,pin30,7,hg38,D-1,-1,-0,chr1-235872133,1,0.0899165061014772,TRUE,LYST,-,FALSE,TRUE,0,RBM34,-710516,-,PBX1,70986085,+,7785,0.0899165061014772,2635,yes,LYST *,"LYST *
chr1-235872133"
chr1,23594925,23594925,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr1-23594925,1,0.03853564547206166,FALSE,MDS2,+,FALSE,FALSE,-32407,MDS2,-32407,+,LCK,-8656312,+,7785,0.03853564547206166,2635,yes,MDS2 ~,"MDS2 ~
chr1-23594925"
chr1,24186365,24186365,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-24186365,1,0.02569043031470777,TRUE,IFNLR1,-,FALSE,TRUE,0,IL22RA1,-43079,-,LCK,-8064872,+,7785,0.02569043031470777,2635,yes,IFNLR1 *~,"IFNLR1 *~
chr1-24186365"
chr1,244833729,244833729,1,-,TCELL,454,LS-10,pin30,6,hg38,D-1,-1,-0,chr1-244833729,1,0.07707129094412332,FALSE,COX20,+,FALSE,FALSE,-1575,SMYD3,915609,-,PBX1,79947681,+,7785,0.07707129094412332,2635,yes,COX20 ,"COX20 
chr1-244833729"
chr1,24539970,24539970,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-24539970,1,0.02569043031470777,TRUE,LOC100506985,-,FALSE,TRUE,-0,CLIC4,-205297,+,LCK,-7711267,+,7785,0.02569043031470777,2635,yes,LOC100506985 *,"LOC100506985 *
chr1-24539970"
chr1,25000876,25000876,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-25000876,1,0.02569043031470777,FALSE,MIR4425,+,FALSE,FALSE,-22625,RUNX3,-35865,-,LCK,-7250361,+,7785,0.02569043031470777,2635,yes,MIR4425 ~,"MIR4425 ~
chr1-25000876"
chr1,2525705,2525705,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-2525705,1,0.012845215157353885,TRUE,PANK4,-,FALSE,TRUE,0,PLCH2,20174,+,LCK,-29725532,+,7785,0.012845215157353885,2635,yes,PANK4 *~,"PANK4 *~
chr1-2525705"
chr1,26359233,26359233,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-26359233,1,0.012845215157353885,FALSE,ZNF683,-,FALSE,TRUE,2399,CD52,38709,+,LCK,-5892004,+,7785,0.012845215157353885,2635,yes,ZNF683 ~,"ZNF683 ~
chr1-26359233"
chr1,39817111,39817111,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr1-39817111,1,0.02569043031470777,FALSE,TRIT1,-,FALSE,TRUE,23918,MYCL,78311,-,TAL1,7399177,-,7785,0.02569043031470777,2635,yes,TRIT1 ,"TRIT1 
chr1-39817111"
chr1,41640947,41640947,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-41640947,1,0.012845215157353885,TRUE,HIVEP3,-,FALSE,TRUE,-0,HIVEP3,-0,-,TAL1,5575341,-,7785,0.012845215157353885,2635,yes,HIVEP3 *~,"HIVEP3 *~
chr1-41640947"
chr1,41674117,41674117,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr1-41674117,1,0.012845215157353885,TRUE,HIVEP3,-,FALSE,TRUE,-0,HIVEP3,-0,-,TAL1,5542171,-,7785,0.012845215157353885,2635,yes,HIVEP3 *~,"HIVEP3 *~
chr1-41674117"
